Front,Back
"The fastest field check to distinguish free vs combined chlorine
with DPD is
= combined
a. Add KI first, then buffer
b. Measure free (DPD 1), then add KI (DPD 3) for total; difference
c. Use orthotolidine only
d. ORP probe reading","Answer: b. Measure free (DPD 1), then add KI (DPD 3) for total; difference"
"Which change most strongly reduces HOCl fraction at constant
chlorine dose?
a. Lower temperature
b. Higher pH
c. Higher alkalinity
d. Lower hardness",Answer: b. Higher pH
"Sodium hypochlorite solutions degrade fastest when stored
a. Cool, dark, diluted
b. Warm, bright light, concentrated
c. Cool, dark, concentrated
d. In opaque tanks at 5–10^(∘)C","Answer: b. Warm, bright light, concentrated"
"The best practice for sampling bacteriological quality in a
chloraminated system includes
a. No neutralizer in bottles
b. Adding NaOH to raise pH
c. Using sodium thiosulfate in bottles to quench disinfectant
d. Heating the bottle to 30^(∘)C",Answer: c. Using sodium thiosulfate in bottles to quench disinfectant
"A system using free chlorine at pH 8.5 must: *a. Use higher CT due
to reduced HOCl fraction
b. Use lower CT
c. Maintain CT unchanged
d. Switch to UV",Answer: (not marked)
"CT is most affected by: a. Turbidity
b. TDS
c. Temperature
d. Alkalinity",Answer: c. Temperature
"When temperature drops from 20°C to 5°C: *a. CT requirements
increase significantly
b. CT decreases
c. pH becomes irrelevant
d. Turbidity governs CT",Answer: (not marked)
"A baffling factor of 0.3 indicates: *a. Poor hydraulic efficiency
b. Excellent efficiency
c. Laminar plug flow
d. No effect on CT",Answer: (not marked)
"If baffling factor decreases: *a. CT achieved decreases unless
residual increases or flow decreases
b. CT increases
c. CT unchanged
d. Residual becomes irrelevant",Answer: (not marked)
"A clearwell has a short-circuiting issue. Operator should: *a.
Improve baffling or increase chlorine dose
b. Reduce turbidity
c. Increase pH
d. Switch to ozone",Answer: (not marked)
"Chloramines require: *a. Higher CT than free chlorine
b. Lower CT
c. Same CT
d. No CT credit",Answer: (not marked)
"Disinfection profiling is required: *a. Before changing type or
dose of disinfectant
b. During monthly testing
c. After main breaks
d. Only for systems >10,000 people",Answer: (not marked)
"If chlorine residual drops below 0.2 mg/L at entry point: *a.
Treatment technique violation
b. No significance
c. Only aesthetic
d. Tier 3 notice",Answer: (not marked)
"Title 22 CT tables are based on: *a. 99.9% Giardia inactivation
b. Virus only
c. 99% Giardia
d. 4-log virus",Answer: (not marked)
"Free chlorine CT tables assume: *a. Specific pH and temperature
categories
b. pH irrelevant
c. All systems same CT
d. Turbidity = CT",Answer: (not marked)
"A plant operating at pH 9.2 should: *a. Use high CT or adjust pH
downward
b. Reduce dose
c. Increase turbidity
d. Increase alkalinity",Answer: (not marked)
"CT is compromised if: *a. Tanks stratify due to low turnover
b. Turbidity decreases
c. pH decreases
d. Temperature increases",Answer: (not marked)
"Chlorine demand increases when: *a. Organic load increases
b. Alkalinity increases
c. Temperature decreases
d. pH decreases",Answer: (not marked)
"Residual booster stations must: *a. Maintain detectable chlorine
throughout system
b. Maintain 2.0 mg/L everywhere
c. Inject only at night
d. Use chloramines only",Answer: (not marked)
"A UV system offline requires: *a. Chlorine CT must fully meet
requirements
b. No changes
c. Reduced monitoring
d. Raise pH",Answer: (not marked)
"CT credit cannot be given if: *a. Residual <0.2 mg/L
b. Tank is baffled
c. pH <7
d. Flow rate known",Answer: (not marked)
"A chlorine contact tank with dead zones results in: *a. Lower
effective CT
b. Higher CT
c. No change
d. Higher residual",Answer: (not marked)
"A water system reduces flow but keeps dose same. CT: *a. Increases
b. Decreases
c. Unchanged
d. Must be recalculated but same",Answer: (not marked)
"A 4-log virus requirement applies to: *a. Surface water and GWUDI
systems
b. Groundwater only
c. Recycled water only
d. Tanks only",Answer: (not marked)
