Front,Back
"What is the primary reason for maintaining positive pressure in a water distribution system?
a. To increase water temperature
b. To prevent contamination from backflow or infiltration
c. To allow for easier leak detection
d. To reduce energy consumption in the system",b. To prevent contamination from backflow or infiltration
"Which of the following is a major cause of pipe corrosion in a water distribution system?
a. High water velocity
b. Low dissolved oxygen levels
c. Presence of dissolved salts and low pH
d. High residual chlorine levels",c. Presence of dissolved salts and low pH
"What is a backflow prevention device used for in a water distribution system?
a. To prevent contamination from entering the potable water supply
b. To increase flow rate in the system
c. To remove sediment from drinking water
d. To boost water pressure in high-demand areas
e. To prevent contamination from entering the potable water supply",e. To prevent contamination from entering the potable water supply
"Which factor determines the selection of pipe diameter in a water distribution system?
a. Water demand, pressure requirements, and velocity constraints
b. Material cost and availability
c. Pipe color and manufacturer specifications
d. Chlorine concentration in the water","a. Water demand, pressure requirements, and velocity constraints"
"What is the purpose of unidirectional flushing in a water distribution system?
a. To remove sediment, biofilms, and stagnant water
b. To lower water pressure in the system
c. To increase the hardness of water
d. To disinfect the pipes by adding extra chlorine","a. To remove sediment, biofilms, and stagnant water"
"Why are storage tanks used in water distribution systems?
a. To store water during emergencies or high-demand periods
b. To increase the chlorine residual in the system
c. To eliminate the need for pumping stations
d. To reduce pipe diameter requirements",a. To store water during emergencies or high-demand periods
"According to common NFPA 291 color coding, a  ≥ 1500 gpm hydrant (at 20 psi residual) is:
a. Red (Class C)
b. Orange (Class B)
c. Green (Class A)
d. Light Blue (Class AA)",d. Light Blue (Class AA)
"A hydrant capable of 1,200 gpm at 20 psi residual should be painted (per NFPA 291 guidance):
a. Red (Class C:  < 500 gpm)
b. Orange (Class B: 500–999 gpm)
c. Green (Class A: 1000–1499 gpm)
d. Light Blue (Class AA:  ≥ 1500 gpm)",b. Orange (Class B: 500–999 gpm)
"Minimum scouring velocity often cited for conventional flushing programs is approximately:
a. 0.5 ft/s
b. 1.0 ft/s
c. 2.5 ft/s
d. 10 ft/s",c. 2.5 ft/s
"Recommended clear area around a hydrant for access and operation is closest to:
a. 1 ft
b. 2 ft
c. 3 ft
d. 5 ft",c. 3 ft
"After closing a dry-barrel hydrant post-test, you remove a cap and find the barrel still full of water several minutes later. This most likely indicates: pressurized. damage exists.
a. The main valve did not fully close and the hydrant is
b. The drain ports are plugged or not functioning; risk of freeze
c. The steamer cap gasket is leaking.
d. Normal condition; dry barrels should remain full when closed.",b. The drain ports are plugged or not functioning; risk of freeze
"Which statement about hydrant operation is most correct? utilities; verify your SOP.
a. Open and close rapidly to minimize operator exposure time.
b. Always crack caps during flow to vent air.
c. Open counterclockwise and close clockwise per most U.S.
d. Hydrants are safe to use as permanent pressure-reducing devices.",c. Open counterclockwise and close clockwise per most U.S.
"Why must a dry-barrel hydrant be fully opened when flowing? the hydrant.
a. To keep the barrel drains open during flow.
b. To prevent partial-seat erosion and turbulence that can damage
c. To ensure the pitot reads exactly static pressure.
d. To keep residual pressure above 40 psi regardless of system.",b. To prevent partial-seat erosion and turbulence that can damage
